,features,labels
3092,"[1, 3552, 81, 7]",a
3093,"[1, 111, 95, 23]",b
3094,"[1, 1431, 65, 53]",d
3095,"[2, 2743, 25, 86]",b
3096,"[0, 3108, 1, 24]",d
3097,"[0, 6178, 8, 6]",b
3098,"[1, 1924, 96, 4]",c
3099,"[2, 2713, 81, 26]",c
3100,"[1, 6686, 86, 24]",a
3101,"[0, 5404, 35, 45]",d
3102,"[0, 6152, 87, 17]",d
3103,"[1, 963, 23, 36]",d
3104,"[2, 6671, 95, 48]",d
3105,"[2, 4680, 40, 96]",c
3106,"[2, 6308, 30, 77]",c
3107,"[1, 6589, 38, 87]",d
3108,"[1, 1472, 90, 100]",c
3109,"[2, 519, 67, 10]",c
3110,"[1, 5197, 52, 92]",c
3111,"[0, 478, 27, 69]",b
3112,"[1, 2265, 95, 91]",c
3113,"[0, 138, 97, 42]",d
3114,"[2, 4698, 20, 82]",d
3115,"[2, 3030, 89, 59]",a
3116,"[0, 6738, 18, 51]",b
3117,"[0, 1403, 72, 99]",b
3118,"[2, 1193, 63, 83]",c
3119,"[2, 5071, 26, 35]",c
3120,"[0, 1732, 51, 88]",b
3121,"[2, 5780, 36, 81]",b
3122,"[1, 4706, 65, 54]",c
3123,"[0, 5363, 67, 51]",b
3124,"[0, 3999, 70, 40]",d
3125,"[1, 5751, 28, 37]",a
3126,"[1, 437, 89, 28]",d
3127,"[2, 5143, 10, 66]",a
3128,"[1, 2647, 51, 31]",c
3129,"[1, 1497, 41, 87]",d
3130,"[2, 3277, 14, 81]",b
3131,"[2, 2418, 57, 65]",d
3132,"[1, 2600, 2, 2]",a
3133,"[1, 2185, 54, 70]",b
3134,"[1, 5121, 35, 77]",b
3135,"[1, 1994, 3, 78]",a
3136,"[0, 1221, 66, 74]",c
3137,"[0, 4107, 51, 9]",d
3138,"[2, 5738, 84, 86]",c
3139,"[2, 5776, 72, 50]",b
3140,"[1, 3609, 3, 0]",c
3141,"[1, 1705, 35, 82]",a
3142,"[0, 6526, 20, 17]",a
3143,"[0, 739, 60, 63]",b
3144,"[0, 1719, 43, 35]",a
3145,"[0, 4892, 6, 44]",a
3146,"[0, 3400, 74, 90]",d
3147,"[1, 7088, 87, 87]",c
3148,"[1, 4991, 52, 77]",d
3149,"[0, 3915, 0, 15]",c
3150,"[1, 4484, 92, 60]",b
3151,"[2, 5020, 96, 62]",b
3152,"[0, 3528, 99, 31]",d
3153,"[0, 1165, 93, 78]",a
3154,"[0, 1687, 73, 98]",c
3155,"[0, 5522, 19, 42]",a
3156,"[1, 5138, 22, 44]",c
3157,"[2, 1308, 88, 84]",d
3158,"[1, 3473, 77, 10]",d
3159,"[1, 1641, 35, 14]",a
3160,"[0, 3570, 37, 49]",a
3161,"[1, 902, 36, 79]",c
3162,"[2, 7068, 67, 13]",a
3163,"[1, 6679, 0, 22]",c
3164,"[0, 4303, 85, 32]",b
3165,"[0, 1747, 28, 58]",c
3166,"[0, 6017, 93, 41]",b
3167,"[0, 2696, 98, 95]",b
3168,"[2, 2994, 63, 5]",d
3169,"[0, 824, 82, 70]",a
3170,"[2, 5964, 14, 37]",c
3171,"[2, 3976, 21, 40]",a
3172,"[0, 3576, 24, 49]",d
3173,"[2, 592, 0, 35]",c
3174,"[2, 6381, 21, 91]",c
3175,"[2, 7044, 84, 88]",c
3176,"[1, 5595, 28, 15]",a
3177,"[1, 6326, 58, 84]",b
3178,"[2, 5036, 23, 99]",b
3179,"[2, 6115, 21, 88]",c
3180,"[0, 6389, 80, 94]",d
3181,"[0, 3663, 43, 51]",d
3182,"[2, 5286, 80, 36]",b
3183,"[2, 3358, 22, 80]",d
3184,"[1, 2925, 43, 64]",b
3185,"[2, 3078, 26, 83]",d
3186,"[2, 5593, 48, 42]",d
3187,"[1, 3484, 27, 20]",d
3188,"[2, 1231, 71, 34]",a
3189,"[2, 5385, 21, 9]",b
3190,"[0, 6261, 1, 31]",c
3191,"[2, 4487, 100, 48]",a
3192,"[1, 114, 78, 4]",b
3193,"[0, 5035, 59, 45]",b
3194,"[1, 6926, 4, 62]",a
3195,"[1, 4407, 70, 34]",a
3196,"[0, 5454, 68, 40]",b
3197,"[0, 5792, 29, 97]",b
3198,"[1, 5826, 45, 89]",b
3199,"[0, 2595, 50, 96]",d
3200,"[1, 3436, 98, 9]",a
3201,"[0, 7139, 61, 73]",d
3202,"[0, 823, 86, 67]",b
3203,"[2, 24, 58, 48]",b
3204,"[1, 3715, 33, 52]",a
3205,"[1, 5299, 9, 21]",b
3206,"[0, 3472, 5, 35]",b
3207,"[1, 1430, 20, 43]",a
3208,"[2, 2413, 79, 24]",b
3209,"[2, 3400, 63, 89]",d
3210,"[0, 428, 5, 39]",b
3211,"[2, 2224, 20, 14]",c
3212,"[1, 3364, 46, 0]",a
3213,"[0, 1664, 19, 80]",d
3214,"[1, 5247, 92, 61]",b
3215,"[1, 4427, 93, 64]",b
3216,"[1, 4052, 51, 90]",d
3217,"[2, 4074, 93, 86]",c
3218,"[2, 406, 10, 92]",d
3219,"[1, 7030, 83, 36]",a
3220,"[0, 432, 25, 51]",c
3221,"[1, 5585, 26, 58]",d
3222,"[1, 3512, 48, 68]",d
3223,"[0, 4865, 96, 76]",a
3224,"[1, 4090, 36, 12]",a
3225,"[1, 5801, 44, 93]",c
3226,"[2, 3093, 79, 47]",a
3227,"[1, 2710, 57, 82]",a
3228,"[0, 912, 92, 95]",b
3229,"[0, 5463, 37, 48]",d
3230,"[0, 1476, 50, 31]",d
3231,"[0, 4670, 86, 56]",b
3232,"[2, 2410, 66, 84]",b
3233,"[0, 1475, 63, 8]",c
3234,"[2, 1510, 61, 83]",b
3235,"[0, 3259, 27, 34]",d
3236,"[1, 5414, 14, 30]",b
3237,"[1, 5126, 98, 94]",b
3238,"[1, 2059, 83, 71]",c
3239,"[2, 1431, 4, 49]",a
3240,"[1, 1641, 74, 70]",a
3241,"[1, 4414, 30, 86]",d
3242,"[2, 2222, 34, 26]",d
3243,"[2, 1204, 82, 13]",b
3244,"[1, 943, 65, 11]",d
3245,"[2, 5353, 72, 50]",c
3246,"[1, 1648, 13, 38]",b
3247,"[2, 6273, 42, 17]",a
3248,"[2, 6342, 48, 50]",b
3249,"[0, 4717, 100, 95]",d
3250,"[1, 789, 89, 4]",d
3251,"[2, 1238, 31, 59]",a
3252,"[1, 5816, 86, 27]",d
3253,"[1, 4322, 29, 12]",b
3254,"[0, 2396, 0, 74]",a
3255,"[1, 474, 13, 53]",c
3256,"[1, 4291, 1, 54]",b
3257,"[2, 5587, 80, 17]",a
3258,"[2, 1453, 59, 27]",c
3259,"[0, 6279, 69, 95]",b
3260,"[2, 2394, 88, 83]",b
3261,"[0, 220, 60, 44]",a
3262,"[1, 1256, 14, 86]",b
3263,"[0, 1273, 91, 80]",d
3264,"[2, 5007, 45, 21]",b
3265,"[1, 6, 86, 49]",a
3266,"[1, 5662, 52, 39]",b
3267,"[1, 6502, 46, 25]",b
3268,"[2, 4548, 44, 25]",a
3269,"[2, 3810, 60, 80]",d
3270,"[2, 6733, 69, 82]",c
3271,"[2, 5579, 20, 17]",a
3272,"[1, 6377, 93, 56]",c
3273,"[0, 1860, 86, 34]",d
3274,"[1, 2779, 86, 58]",a
3275,"[1, 3064, 92, 99]",c
3276,"[1, 2302, 50, 40]",a
3277,"[2, 1974, 41, 1]",d
3278,"[2, 2821, 95, 13]",b
3279,"[1, 2450, 41, 51]",d
3280,"[0, 2593, 55, 65]",a
3281,"[1, 2787, 72, 81]",d
3282,"[1, 5240, 74, 58]",b
3283,"[0, 5062, 12, 34]",c
3284,"[0, 493, 60, 63]",d
3285,"[0, 2772, 57, 28]",b
3286,"[0, 6360, 84, 55]",a
3287,"[0, 4630, 57, 78]",b
3288,"[0, 6148, 11, 61]",b
3289,"[1, 767, 97, 8]",c
3290,"[2, 393, 78, 98]",a
3291,"[0, 3590, 2, 60]",d
3292,"[0, 1496, 31, 88]",b
3293,"[1, 4796, 85, 100]",c
3294,"[0, 899, 67, 16]",d
3295,"[2, 2095, 0, 99]",a
3296,"[0, 1735, 60, 92]",a
3297,"[2, 2401, 10, 59]",a
3298,"[2, 2858, 97, 11]",d
3299,"[2, 4095, 12, 73]",b
3300,"[0, 1213, 6, 93]",d
3301,"[2, 2976, 50, 16]",d
3302,"[2, 7083, 31, 97]",a
3303,"[1, 1253, 25, 62]",d
3304,"[0, 1554, 36, 100]",d
3305,"[0, 2978, 60, 14]",b
3306,"[2, 2353, 46, 85]",a
3307,"[2, 3028, 89, 65]",c
3308,"[0, 4163, 67, 19]",c
3309,"[0, 3167, 3, 69]",b
3310,"[0, 4442, 31, 94]",c
3311,"[0, 6151, 47, 3]",a
3312,"[0, 4479, 13, 96]",b
3313,"[2, 6820, 45, 8]",c
3314,"[2, 2958, 20, 56]",d
3315,"[1, 6818, 86, 65]",a
3316,"[2, 568, 15, 34]",b
3317,"[0, 430, 84, 35]",b
3318,"[0, 6459, 51, 14]",a
3319,"[2, 6854, 74, 62]",b
3320,"[0, 3426, 78, 10]",a
3321,"[2, 6244, 53, 85]",b
3322,"[1, 1416, 46, 30]",c
3323,"[0, 1436, 85, 85]",d
3324,"[1, 1112, 46, 38]",c
3325,"[2, 7040, 89, 3]",d
3326,"[2, 1557, 95, 36]",c
3327,"[0, 3236, 58, 98]",d
3328,"[1, 1378, 94, 96]",a
3329,"[1, 280, 23, 93]",b
3330,"[0, 4018, 39, 51]",b
3331,"[1, 1023, 64, 15]",c
3332,"[1, 5441, 88, 54]",b
3333,"[0, 4698, 56, 79]",c
3334,"[0, 1445, 46, 25]",d
3335,"[1, 641, 95, 53]",b
3336,"[2, 4675, 92, 63]",c
3337,"[0, 6570, 38, 83]",a
3338,"[2, 5100, 44, 1]",a
3339,"[2, 614, 10, 50]",d
3340,"[0, 1968, 44, 60]",a
3341,"[1, 6868, 14, 84]",c
3342,"[0, 1175, 25, 46]",d
3343,"[1, 6978, 98, 96]",b
3344,"[0, 2538, 92, 39]",c
3345,"[2, 5292, 7, 82]",b
3346,"[2, 2356, 13, 61]",b
3347,"[1, 1875, 82, 35]",d
3348,"[2, 3816, 23, 86]",c
3349,"[2, 3374, 29, 13]",d
3350,"[1, 6613, 8, 80]",b
3351,"[2, 1614, 15, 89]",b
3352,"[1, 89, 45, 76]",b
3353,"[2, 2677, 78, 59]",b
3354,"[2, 5884, 98, 10]",a
3355,"[1, 115, 34, 44]",a
3356,"[1, 1556, 19, 6]",a
3357,"[0, 5076, 22, 42]",c
3358,"[0, 2797, 18, 34]",c
3359,"[2, 6723, 93, 87]",c
3360,"[2, 3824, 67, 24]",c
3361,"[0, 1380, 77, 93]",a
3362,"[1, 4573, 74, 94]",d
3363,"[2, 1181, 98, 25]",d
3364,"[0, 6407, 40, 73]",b
3365,"[2, 2435, 27, 44]",c
3366,"[1, 922, 94, 94]",a
3367,"[1, 6422, 28, 77]",d
3368,"[0, 3034, 57, 3]",a
3369,"[2, 6332, 47, 33]",c
3370,"[0, 4568, 73, 58]",b
3371,"[2, 7039, 55, 87]",b
3372,"[1, 928, 10, 8]",b
3373,"[0, 6867, 91, 62]",d
3374,"[0, 3254, 3, 69]",a
3375,"[0, 2945, 85, 87]",d
3376,"[2, 4297, 51, 51]",a
3377,"[1, 3115, 66, 61]",c
3378,"[1, 5512, 30, 56]",b
3379,"[0, 5951, 70, 33]",c
3380,"[1, 6105, 25, 82]",d
3381,"[0, 4261, 31, 15]",c
3382,"[0, 5657, 28, 3]",c
3383,"[2, 3860, 52, 75]",a
3384,"[0, 4979, 95, 38]",c
3385,"[0, 6991, 66, 60]",d
3386,"[1, 4828, 66, 74]",d
3387,"[1, 4470, 86, 64]",d
3388,"[2, 581, 0, 72]",d
3389,"[1, 3005, 30, 84]",c
3390,"[2, 4532, 3, 84]",b
3391,"[0, 5876, 65, 69]",d
3392,"[1, 620, 95, 64]",d
3393,"[0, 4492, 89, 34]",b
3394,"[1, 2710, 48, 26]",b
3395,"[1, 6034, 90, 78]",c
3396,"[2, 4754, 90, 3]",b
3397,"[1, 6617, 3, 54]",b
3398,"[2, 3252, 75, 72]",d
3399,"[1, 3404, 88, 71]",a
3400,"[2, 1091, 0, 7]",b
3401,"[1, 1486, 64, 85]",b
3402,"[2, 2828, 69, 15]",c
3403,"[1, 2162, 10, 32]",c
3404,"[0, 6907, 91, 57]",a
3405,"[0, 2540, 77, 100]",d
3406,"[2, 3738, 54, 29]",b
3407,"[0, 5418, 42, 72]",b
3408,"[1, 4300, 54, 38]",a
3409,"[2, 7199, 20, 23]",c
3410,"[1, 4549, 76, 60]",b
3411,"[0, 5851, 65, 77]",d
3412,"[1, 1786, 66, 78]",d
3413,"[1, 609, 11, 67]",d
3414,"[1, 3816, 97, 33]",a
3415,"[2, 6675, 19, 82]",a
3416,"[1, 3267, 25, 68]",d
3417,"[0, 1998, 51, 76]",d
3418,"[1, 4241, 63, 93]",a
3419,"[1, 3588, 98, 4]",d
3420,"[2, 3220, 78, 37]",a
3421,"[2, 5167, 80, 57]",d
3422,"[1, 2955, 11, 2]",c
3423,"[2, 548, 100, 86]",d
3424,"[2, 3159, 94, 21]",a
3425,"[1, 554, 35, 31]",c
3426,"[0, 3237, 97, 6]",a
3427,"[0, 6465, 51, 44]",c
3428,"[0, 5880, 72, 65]",c
3429,"[0, 1457, 61, 5]",c
3430,"[2, 5577, 58, 45]",d
3431,"[2, 149, 17, 18]",a
3432,"[1, 698, 25, 12]",b
3433,"[1, 6304, 27, 98]",b
3434,"[1, 2423, 62, 95]",d
3435,"[1, 5861, 48, 22]",b
3436,"[2, 5715, 50, 75]",c
3437,"[1, 6767, 6, 25]",a
3438,"[1, 615, 11, 53]",c
3439,"[1, 339, 82, 17]",c
3440,"[0, 4389, 79, 47]",d
3441,"[2, 4609, 71, 21]",a
3442,"[2, 5207, 97, 85]",c
3443,"[1, 3134, 16, 28]",a
3444,"[2, 5069, 80, 78]",d
3445,"[0, 1193, 70, 4]",d
3446,"[1, 1914, 100, 8]",d
3447,"[0, 2375, 70, 24]",a
3448,"[2, 6209, 100, 78]",d
3449,"[0, 3864, 28, 88]",c
3450,"[0, 3701, 10, 95]",b
3451,"[1, 1724, 100, 87]",c
3452,"[0, 3732, 9, 47]",b
3453,"[2, 3060, 8, 87]",b
3454,"[1, 1413, 83, 84]",d
3455,"[1, 4571, 8, 78]",d
3456,"[2, 5284, 84, 61]",d
3457,"[2, 2319, 23, 31]",c
3458,"[1, 2436, 66, 30]",a
3459,"[1, 1575, 95, 99]",a
3460,"[2, 6549, 89, 20]",b
3461,"[2, 728, 62, 24]",b
3462,"[0, 6086, 7, 98]",b
3463,"[0, 5626, 99, 10]",b
3464,"[1, 5223, 35, 53]",d
3465,"[1, 5162, 55, 27]",a
3466,"[1, 7027, 95, 95]",a
3467,"[0, 1536, 88, 72]",a
3468,"[1, 2309, 7, 71]",d
3469,"[0, 5930, 82, 9]",b
3470,"[0, 2135, 28, 23]",c
3471,"[2, 3802, 83, 9]",c
3472,"[0, 2228, 2, 30]",d
3473,"[1, 576, 92, 37]",d
3474,"[1, 1524, 7, 91]",d
3475,"[1, 4049, 69, 39]",b
3476,"[1, 6520, 36, 64]",a
3477,"[0, 3714, 86, 74]",a
3478,"[1, 4962, 25, 34]",c
3479,"[0, 4749, 94, 68]",a
3480,"[1, 6550, 43, 75]",c
3481,"[1, 5698, 43, 91]",b
3482,"[1, 782, 7, 37]",c
3483,"[1, 666, 95, 62]",a
3484,"[2, 1813, 95, 3]",d
3485,"[0, 6326, 17, 39]",b
3486,"[1, 3022, 70, 28]",d
3487,"[2, 7035, 12, 65]",a
3488,"[2, 3411, 68, 62]",c
3489,"[0, 4526, 97, 25]",a
3490,"[0, 3752, 58, 9]",b
3491,"[2, 6121, 63, 87]",a
3492,"[1, 2778, 73, 3]",a
3493,"[0, 6520, 41, 23]",d
3494,"[1, 6611, 24, 4]",b
3495,"[2, 705, 25, 49]",d
3496,"[0, 1811, 63, 54]",d
3497,"[0, 915, 40, 28]",b
3498,"[2, 4499, 68, 97]",d
3499,"[1, 6945, 31, 99]",a
3500,"[1, 3235, 48, 12]",a
3501,"[1, 11, 78, 8]",c
3502,"[2, 6729, 86, 82]",d
3503,"[0, 5500, 16, 29]",b
3504,"[2, 1775, 92, 89]",c
3505,"[0, 7172, 99, 36]",a
3506,"[0, 3877, 30, 37]",a
3507,"[2, 4705, 4, 60]",b
3508,"[2, 6028, 96, 18]",c
3509,"[1, 5243, 6, 22]",a
3510,"[2, 3882, 18, 48]",c
3511,"[2, 6061, 29, 1]",a
3512,"[1, 3450, 48, 39]",a
3513,"[0, 5356, 51, 1]",b
3514,"[2, 2229, 88, 64]",b
3515,"[0, 1806, 5, 67]",c
3516,"[1, 5722, 10, 11]",d
3517,"[1, 5664, 42, 37]",a
3518,"[0, 3874, 33, 73]",d
3519,"[0, 6710, 84, 46]",a
3520,"[0, 1459, 79, 94]",b
3521,"[2, 6012, 32, 49]",a
3522,"[2, 994, 17, 40]",b
3523,"[0, 2933, 46, 0]",a
3524,"[1, 2431, 52, 51]",d
3525,"[1, 6179, 57, 68]",c
3526,"[0, 3679, 4, 20]",b
3527,"[1, 2813, 81, 62]",d
3528,"[1, 4344, 94, 6]",c
3529,"[0, 1108, 55, 40]",a
3530,"[1, 1534, 4, 12]",b
3531,"[1, 2202, 64, 17]",c
3532,"[2, 5372, 35, 65]",c
3533,"[0, 1164, 41, 12]",d
3534,"[2, 3292, 71, 39]",a
3535,"[0, 1573, 81, 14]",b
3536,"[2, 3738, 69, 44]",b
3537,"[1, 583, 39, 65]",d
3538,"[0, 1876, 65, 0]",a
3539,"[0, 975, 75, 15]",c
3540,"[1, 3704, 21, 58]",b
3541,"[2, 866, 64, 43]",d
3542,"[2, 804, 47, 94]",b
3543,"[1, 2800, 74, 0]",a
3544,"[1, 2422, 0, 95]",c
3545,"[2, 937, 30, 77]",a
3546,"[2, 6532, 22, 26]",c
3547,"[0, 1343, 0, 29]",d
3548,"[2, 1790, 24, 59]",b
3549,"[0, 3156, 100, 19]",b
3550,"[1, 381, 81, 63]",d
3551,"[1, 5367, 61, 8]",d
3552,"[1, 3155, 9, 72]",d
3553,"[1, 2074, 38, 78]",a
3554,"[0, 3501, 57, 99]",b
3555,"[0, 5814, 64, 24]",c
3556,"[2, 2000, 70, 60]",a
3557,"[2, 2069, 43, 57]",d
3558,"[1, 4817, 23, 87]",a
3559,"[0, 3771, 31, 24]",b
3560,"[2, 5929, 90, 48]",c
3561,"[0, 429, 86, 7]",a
3562,"[2, 5428, 47, 62]",c
3563,"[0, 4490, 38, 3]",c
3564,"[0, 1352, 62, 69]",a
3565,"[2, 7089, 84, 92]",b
3566,"[0, 5131, 62, 30]",c
3567,"[0, 5599, 15, 24]",d
3568,"[1, 2389, 85, 42]",a
3569,"[1, 576, 6, 45]",c
3570,"[1, 1229, 89, 17]",a
3571,"[0, 1632, 10, 79]",d
3572,"[0, 1686, 29, 65]",d
3573,"[2, 6792, 49, 54]",a
3574,"[1, 5490, 91, 14]",d
3575,"[0, 4536, 60, 81]",b
3576,"[0, 6470, 57, 13]",c
3577,"[1, 2164, 24, 94]",c
3578,"[2, 2242, 66, 28]",c
3579,"[0, 5767, 34, 79]",b
3580,"[0, 2227, 45, 63]",c
3581,"[0, 6923, 21, 56]",b
3582,"[0, 5417, 40, 72]",c
3583,"[0, 4143, 60, 84]",b
3584,"[2, 6006, 34, 66]",d
3585,"[2, 4716, 59, 30]",b
3586,"[2, 6064, 23, 4]",a
3587,"[0, 1298, 61, 81]",d
3588,"[0, 44, 82, 20]",b
3589,"[1, 2673, 86, 23]",b
3590,"[0, 6473, 66, 74]",a
3591,"[0, 5041, 6, 6]",a
3592,"[2, 1333, 46, 76]",a
3593,"[2, 327, 1, 19]",d
3594,"[0, 4427, 10, 50]",b
3595,"[2, 6506, 20, 67]",d
3596,"[1, 4286, 3, 20]",c
3597,"[0, 4677, 37, 1]",b
3598,"[1, 1029, 90, 84]",b
3599,"[0, 2875, 92, 68]",a
3600,"[0, 3844, 23, 93]",d
3601,"[0, 829, 23, 35]",d
3602,"[0, 4295, 66, 81]",b
3603,"[2, 6162, 54, 98]",c
3604,"[2, 4044, 45, 27]",b
3605,"[1, 4511, 4, 59]",b
3606,"[2, 5894, 45, 7]",b
3607,"[2, 5667, 53, 49]",b
3608,"[1, 3511, 21, 63]",b
3609,"[2, 490, 0, 28]",b
3610,"[0, 6122, 67, 53]",c
3611,"[1, 877, 39, 67]",b
3612,"[2, 445, 26, 50]",b
3613,"[2, 1577, 43, 47]",b
3614,"[2, 4090, 48, 30]",c
3615,"[0, 3993, 51, 57]",b
3616,"[0, 2364, 76, 69]",d
3617,"[0, 4380, 74, 97]",b
3618,"[1, 4216, 7, 32]",d
3619,"[1, 1121, 8, 38]",b
3620,"[1, 1772, 71, 15]",d
3621,"[0, 263, 18, 2]",d
3622,"[0, 110, 61, 16]",c
3623,"[0, 4648, 83, 69]",a
3624,"[2, 5332, 59, 89]",d
3625,"[0, 1995, 99, 74]",b
3626,"[1, 2270, 78, 52]",a
3627,"[0, 1880, 25, 79]",c
3628,"[1, 949, 28, 22]",b
3629,"[0, 2913, 74, 34]",b
3630,"[2, 4286, 23, 69]",b
3631,"[0, 6278, 73, 65]",c
3632,"[2, 779, 20, 50]",b
3633,"[2, 5200, 27, 79]",c
3634,"[1, 161, 77, 17]",d
3635,"[1, 120, 23, 41]",d
3636,"[1, 1896, 60, 15]",d
3637,"[0, 3621, 47, 19]",c
3638,"[1, 5753, 76, 53]",a
3639,"[0, 2157, 95, 56]",a
3640,"[1, 285, 76, 32]",b
3641,"[0, 5787, 28, 60]",d
3642,"[0, 3806, 99, 93]",c
3643,"[2, 1495, 43, 87]",a
3644,"[1, 3943, 5, 33]",c
3645,"[2, 171, 70, 29]",c
3646,"[1, 4004, 33, 12]",c
3647,"[0, 3531, 89, 6]",d
3648,"[1, 1347, 4, 45]",b
3649,"[2, 6874, 79, 65]",d
3650,"[1, 1376, 30, 49]",b
3651,"[1, 1311, 55, 90]",a
3652,"[1, 5143, 52, 50]",a
3653,"[0, 2162, 27, 84]",b
3654,"[1, 4659, 48, 13]",c
3655,"[0, 6839, 90, 72]",d
3656,"[0, 3655, 2, 36]",a
3657,"[0, 4273, 9, 47]",b
3658,"[1, 4610, 13, 41]",b
3659,"[2, 6999, 9, 39]",a
3660,"[0, 6636, 100, 53]",a
3661,"[0, 3313, 46, 90]",a
3662,"[1, 1458, 38, 79]",b
3663,"[1, 5959, 41, 86]",b
3664,"[1, 430, 8, 3]",d
3665,"[0, 2702, 23, 8]",c
3666,"[2, 2803, 56, 84]",a
3667,"[1, 2347, 25, 19]",c
3668,"[1, 5948, 92, 23]",a
3669,"[2, 969, 98, 40]",d
3670,"[1, 2820, 1, 85]",a
3671,"[2, 5489, 97, 55]",d
3672,"[0, 6123, 64, 93]",b
3673,"[0, 1222, 46, 78]",c
3674,"[1, 4466, 73, 3]",b
3675,"[0, 4808, 95, 29]",c
3676,"[0, 1373, 70, 36]",a
3677,"[2, 6566, 49, 87]",c
3678,"[0, 5869, 93, 62]",a
3679,"[2, 3613, 23, 71]",b
3680,"[2, 666, 61, 72]",b
3681,"[0, 118, 49, 63]",d
3682,"[2, 6119, 89, 92]",a
3683,"[1, 2288, 90, 78]",d
3684,"[0, 4500, 64, 94]",c
3685,"[2, 5483, 1, 82]",b
3686,"[0, 3898, 60, 52]",d
3687,"[0, 2233, 7, 28]",c
3688,"[1, 6904, 16, 44]",d
3689,"[2, 6173, 94, 30]",a
3690,"[2, 6682, 53, 43]",a
3691,"[2, 195, 16, 4]",b
3692,"[2, 5600, 57, 26]",c
3693,"[2, 6254, 17, 66]",c
3694,"[2, 3720, 4, 98]",d
3695,"[0, 4680, 33, 88]",c
3696,"[2, 5355, 64, 14]",c
3697,"[1, 6912, 30, 18]",c
3698,"[1, 4635, 88, 91]",c
3699,"[2, 4308, 8, 48]",c
3700,"[2, 2521, 33, 70]",c
3701,"[0, 3236, 82, 60]",c
3702,"[1, 1950, 28, 12]",a
3703,"[2, 3675, 94, 60]",b
3704,"[1, 5959, 83, 40]",a
3705,"[2, 3828, 83, 60]",b
3706,"[2, 1360, 77, 35]",c
3707,"[2, 6350, 69, 78]",c
3708,"[1, 1288, 68, 18]",b
3709,"[0, 3629, 66, 20]",a
3710,"[1, 5010, 17, 41]",d
3711,"[2, 346, 0, 29]",c
3712,"[1, 181, 86, 22]",d
3713,"[0, 5399, 52, 21]",d
3714,"[0, 3573, 27, 63]",b
3715,"[2, 1485, 68, 35]",a
3716,"[0, 5599, 18, 82]",d
3717,"[0, 6250, 60, 83]",d
3718,"[1, 490, 64, 95]",a
3719,"[0, 778, 3, 90]",a
3720,"[0, 6965, 48, 85]",d
3721,"[0, 3691, 12, 0]",a
3722,"[2, 4315, 61, 84]",c
3723,"[0, 6134, 0, 72]",a
3724,"[1, 5142, 85, 63]",a
3725,"[1, 5457, 26, 69]",b
3726,"[0, 7086, 42, 63]",d
3727,"[1, 1864, 6, 8]",c
3728,"[1, 5518, 15, 31]",d
3729,"[2, 7031, 62, 15]",b
3730,"[1, 649, 42, 9]",b
3731,"[2, 534, 44, 90]",c
3732,"[0, 6493, 94, 84]",d
3733,"[0, 443, 89, 18]",b
3734,"[1, 990, 62, 10]",a
3735,"[2, 469, 0, 62]",d
3736,"[0, 369, 27, 29]",c
3737,"[1, 5051, 38, 31]",c
3738,"[1, 4066, 84, 48]",c
3739,"[0, 7015, 81, 11]",d
3740,"[0, 3761, 24, 4]",a
3741,"[0, 161, 55, 48]",c
3742,"[1, 2467, 2, 36]",b
3743,"[0, 3314, 9, 52]",b
3744,"[2, 1766, 29, 8]",b
3745,"[1, 466, 90, 33]",d
3746,"[2, 5674, 41, 94]",b
3747,"[2, 4711, 81, 56]",d
3748,"[2, 2553, 55, 28]",d
3749,"[2, 5804, 33, 98]",a
3750,"[2, 545, 70, 9]",c
3751,"[0, 5899, 20, 76]",d
3752,"[2, 4940, 92, 4]",a
3753,"[0, 3267, 98, 42]",d
3754,"[0, 6655, 35, 93]",a
3755,"[0, 6892, 0, 93]",b
3756,"[2, 3181, 44, 10]",b
3757,"[0, 3399, 89, 75]",c
3758,"[2, 6655, 26, 76]",a
3759,"[0, 6196, 7, 27]",d
3760,"[2, 4465, 64, 19]",a
3761,"[1, 315, 60, 55]",a
3762,"[0, 699, 11, 10]",b
3763,"[2, 1511, 24, 94]",a
3764,"[2, 2468, 79, 19]",c
3765,"[0, 6410, 29, 47]",b
3766,"[2, 755, 38, 35]",b
3767,"[1, 3380, 45, 10]",c
3768,"[1, 420, 42, 17]",a
3769,"[0, 6997, 22, 91]",b
3770,"[1, 5467, 17, 8]",c
3771,"[0, 4033, 83, 36]",d
3772,"[1, 1670, 46, 87]",d
3773,"[1, 1512, 41, 43]",c
3774,"[2, 3075, 54, 76]",b
3775,"[1, 5938, 76, 20]",c
3776,"[1, 334, 70, 39]",d
3777,"[0, 6812, 27, 92]",b
3778,"[2, 3605, 43, 11]",a
3779,"[0, 2309, 79, 52]",c
3780,"[2, 1272, 92, 6]",d
3781,"[1, 4285, 28, 80]",d
3782,"[0, 6893, 29, 84]",c
3783,"[2, 825, 35, 32]",b
3784,"[1, 1176, 62, 85]",b
3785,"[2, 6765, 3, 61]",a
3786,"[2, 1261, 44, 7]",a
3787,"[2, 1553, 98, 87]",b
3788,"[1, 3909, 10, 47]",d
3789,"[0, 3582, 3, 98]",b
3790,"[0, 19, 49, 29]",c
3791,"[1, 5409, 61, 25]",c
3792,"[0, 5966, 96, 59]",b
3793,"[1, 6459, 32, 61]",b
3794,"[1, 44, 31, 76]",c
3795,"[1, 2449, 84, 9]",b
